Absolute,absolute,"Independent of arbitrary units of measurement, standards, or properties; not comparative or relative",,,https://en.wiktionary.org/wiki/absolute,,,,,,,,,,,,,,,,,,,
Absorptance,absorptance,Ratio of absorbed to incident radiant flux,,0.14 ?,https://www.wikidata.org/wiki/Q16635541,"Solar, Typical",,,,,,,,,,,,,,,,,,
Accelerometer,accelerometer,Device that measures proper acceleration,"G-Sensor, Gravity Sensor, Acceleration Sensor",,https://www.wikidata.org/wiki/Q192940,,,,,,,,,,,,,,,,,,,
Accelerometer Sensitivity,accelerometerSensitivity,Sensitivity of an accelerometer defines at what rate the sensor converts mechanical energy into an electric signal (the output); and this will define the acceleration measurement range of the accelerometer,,200 mV/g,https://blog.endaq.com/accelerometer-specifications-decoding-a-datasheet,,,,,,,,,,,,,,,,,,,
Accuracy,accuracy,Closeness of the mean of a large set of measurement to the accepted reference value,"Measurement Accuracy, Measurement Trueness, Sensing Accuracy",10 arcsec,https://www.wikidata.org/wiki/Q1298969,"Pitch, Yaw, Roll, Boresight (Pointing), Position, Velocity, Timing, Temperature, Frequency (Timing)",,,,,,,,,,,,,,,,,,
Rocket Engine,rocketEngine,Jet engine using stored propellant to produce jet propulsion,Rocket Motor,RS-25,https://www.wikidata.org/wiki/Q335225,,,,,,,,,,,,,,,,,,,
Rockwell Hardness,rockwellHardness,A hardness scale based on indentation hardness of a material,,R113,https://en.wikipedia.org/wiki/Rockwell_scale,,,,,,,,,,,,,,,,,,,
Roll,roll,Rotation of a vehicle about the front-to-back axis,Roll Rotation,0°,https://www.wikidata.org/wiki/Q55899354,,,,,,,,,,,,,,,,,,,
R-Value,rValue,"Measure of how well an object, per unit of its exposed area, resists conductive flow of heat: the greater the R-value, the greater the resistance, and so the better the thermal insulating properties of the object",,11,https://www.wikidata.org/wiki/Q3361425,,,,,,,,,,,,,,,,,,,
Safety Factor,safetyFactor,Actor by which an engineered system's capacity is increased over the expected requirement to ensure safety in the face of error or uncertain,"Factor of Safety, Margin of Safety, Safety Margin, Margin for Error",2,https://www.wikidata.org/wiki/Q2034862,,,,,,,,,,,,,,,,,,,
Sampling Rate,samplingRate,Frequency with which a measurand is sampled,"Sample Rate, Sampling Frequency",50 Hz,https://www.wikidata.org/wiki/Q56220712,,,,,,,,,,,,,,,,,,,
Observed Satellite,satellite,Human-made object put into an orbit,"Artificial Satellite, Space Satellite",,https://www.wikidata.org/wiki/Q26540,All of MetaSat...,,,,,,,,,,,,,,,,,,
Satellite Bus,satelliteBus,"General model on which multiple-production satellite spacecraft are often based; infrastructure of a spacecraft, usually providing locations for the payload (typically space experiments or instruments); service module section of a satellite","Spacecraft Bus, Satellite Platform",,https://www.wikidata.org/wiki/Q372881,,,,,,,,,,,,,,,,,,,
Satellite Constellation,satelliteConstellation,Group of artificial satellites working in concert,,,https://www.wikidata.org/wiki/Q967145,,,,,,,,,,,,,,,,,,,
Satellite Dish,satelliteDish,Antenna for TV and radio reception,"Satellite Dish Antenna, Satellite Home Antenna",,https://www.wikidata.org/wiki/Q253843,,,,,,,,,,,,,,,,,,,
Satellite Imagery,satelliteImagery,Imagery of the Earth or another astronomical object taken from an artificial satellite,,,https://www.wikidata.org/wiki/Q725252,,,,,,,,,,,,,,,,,,,
Satellite Link,satelliteLink,Radio frequency link between spacecraft and ground stations,"Spacecraft Link, Space Link",,https://www.wikidata.org/wiki/Q7426083,,,,,,,,,,,,,,,,,,,
Satellite Navigation System,satelliteNavigationSystem,System of satellites that provide autonomous geo-spatial positioning with global coverage,"Sat Nav, Satellite Navigation, GNSS, Global Navigation Satellite System",,https://www.wikidata.org/wiki/Q179435,,,,,,,,,,,,,,,,,,,
Script,script,Type of computer program,,http://www.dk3wn.info/files/bugsat.zip,https://www.wikidata.org/wiki/Q1070421,,,,,,,,,,,,,,,,,,,
Secondary Payload,secondaryPayload,A smaller-sized payload transported to orbit on a launch vehicle that is mostly paid for—and with the date and time of launch and the orbital trajectory determined—by the entity that contracts and pays for the primary launch,Rideshare,,https://en.wikipedia.org/wiki/Secondary_payload,,,,,,,,,,,,,,,,,,,
Second Surface Mirrors,secondSurfaceMirror,"Unlike First Surface Mirrors, Second Surface Mirrors have the reflecting coating on the other side of the substrate, so that the coating can be better protected","SSM, Back Surface Mirror",,https://www.rp-photonics.com/metal_coated_mirrors.html,,,,,,,,,,,,,,,,,,,
Self Discharge Rate,selfDischargeRate,Rate at which internal chemical reactions reduce the stored charge of the battery without any connection between the electrodes or any external circuit,"Self Discharge Time, Self-Discharge",10% in 5 years,https://en.wikipedia.org/wiki/Self-discharge,,,,,,,,,,,,,,,,,,,
Semiconductor Devices,semiconductorDevice,Electronic component that exploits the electronic properties of semiconductor materials,"Semiconductor, Semiconductor Component",Transistor,https://www.wikidata.org/wiki/Q175805,Type,,,,,,,,,,,,,,,,,,
Semiconductor Package,semiconductorPackage,Housing for a semiconductor part such as an IC or transistor,"Outline Package, Integrated Circuit (IC) Package, Chip Package, Microchip Package, Chip Casing, Chip Housing",TO5,https://www.wikidata.org/wiki/Q17152858,Type,,,,,,,,,,,,,,,,,,
Sensor,sensor,Device that measures a physical quantity and converts it into a signal,Detector,Thermopile,https://www.wikidata.org/wiki/Q167676,,,,,,,,,,,,,,,,,,,
Service,service,Set of related software functionalities made available to be reused for different purposes,,,https://www.wikidata.org/wiki/Q1220872,,,,,,,,,,,,,,,,,,,
Service Life,serviceLife,Product total life in use from the point of sale to the point of discard,,5 years,https://www.wikidata.org/wiki/Q1675349,,,,,,,,,,,,,,,,,,,
Service Structure,serviceStructure,Structure built on a rocket launch pad to facilitate fueling and loading of cargo and crew into a spacecraft,"Launch Tower, Supply Tower, Gantry",,https://www.wikidata.org/wiki/Q2518328,,,,,,,,,,,,,,,,,,,
Sheet Resistance,sheetResistance,Measure of resistance of thin films that are nominally uniform in thickness,"Surface Resistance, Surface Resistivity",50 ?/square,https://en.wikipedia.org/wiki/Sheet_resistance,"Front, Rear",,,,,,,,,,,,,,,,,,
Shielding Effectiveness,shieldingEffectiveness,"The ratio of the magnitude of the incident electric field, E i , to the magnitude of the transmitted electric field, E t",SE,100 dB,https://doi.org/10.1007/978-0-387-46096-3_3,,,,,,,,,,,,,,,,,,,
Short-Circuit Current,shortCircuitCurrent,"Current through the solar cell when the voltage across the solar cell is zero (i.e., when the solar cell is short circuited)",Isc,519.6 mA,https://www.pveducation.org/pvcdrom/solar-cell-operation/short-circuit-current,,,,,,,,,,,,,,,,,,,
Short-Circuit Current Density,shortCircuitCurrentDensity,Maximum current delivered by a solar cell,Jsc,17.41 mA/cm²,https://www.researchgate.net/profile/Chandra_Bhal_Singh/post/How_can_I_better_understand_the_Open_Circuit_Voltage_and_the_Short_Circuit_Current_in_a_Solar_Cell/attachment/5b2cb9f14cde265cb64a108b/AS%3A640245540331523%401529657840949/download/solar_Cells-Parameters.pdf,,,,,,,,,,,,,,,,,,,
Shutter,shutter,Component of a photographic camera,"Photographic Shutter, Camera Shutter",Full Frame,https://www.wikidata.org/wiki/Q691823,,,,,,,,,,,,,,,,,,,
Signal Bandwidth,signalBandwidth,"Difference between the upper and lower frequencies passed by a filter, communication channel, or signal spectrum","Analog Bandwidth, Bandwidth (signal processing)",508 MHz,https://www.wikidata.org/wiki/Q249998,Typical,,,,,,,,,,,,,,,,,,
Slew Rate,slewRate,"In electronics, slew rate is defined as the change of voltage or current, or any other electrical quantity, per unit of time. In mechanics the slew rate is given in dimensions 1/T and is associated with the change in position over time of an object which orbits around the observer",Slew Capability,2°/s,https://en.wikipedia.org/wiki/Slew_rate,"Maximum, Tilt, Roll",,,,,,,,,,,,,,,,,,
Small Satellite,smallSatellite,"Satellites of low mass and size, usually under 500 kg","SmallSat, Miniaturized Satellite",,https://www.wikidata.org/wiki/Q1580082,,,,,,,,,,,,,,,,,,,
Software-Defined Radio,softwareDefinedRadio,Radio communication system implemented by means of software,SDR,Lime SDR,https://www.wikidata.org/wiki/Q1331892,Brand,,,,,,,,,,,,,,,,,,
Software Version,softwareVersionIdentifier,"Numeric or nominal identifier of a version of a software program or file format, current or past","Client Version, Version, Release Version, Software Version",2.0.1.0,https://www.wikidata.org/wiki/Property:P348,,,,,,,,,,,,,,,,,,,
Solar,solar,Of or pertaining to the sun; proceeding from the sun,,,https://en.wiktionary.org/wiki/solar#English,,,,,,,,,,,,,,,,,,,
Solar Array,solarArray,Power system designed to supply usable solar power,"Photovoltaic System, Photovoltaic Power System, Solar PV System, PV System",,https://www.wikidata.org/wiki/Q1897785,,,,,,,,,,,,,,,,,,,
Solar Cell,solarCell,Electrical device that converts the energy of light directly into electricity by the photovoltaic effect,Photovoltaic Cell (PV),,https://www.wikidata.org/wiki/Q58803,"Area (e.g., 30.18 cm2)",,,,,,,,,,,,,,,,,,
Solar Dynamic Power System,solarDynamicPower,Solar Dynamic (SD) Power Systems,"SDS, Solar Thermal System",,,,Not going further into this for now (SD power is not used by small sats yet),,,,,,,,,,,,,,,,,
Solar Panel,solarPanel,Photovoltaic solar panels on spacecraft operating in the inner solar system,,,https://www.wikidata.org/wiki/Q7556726,,,,,,,,,,,,,,,,,,,
Solar Sail,solarSail,A type of spacecraft propulsion that takes advantage of solar radiation.,,,https://www.wikidata.org/wiki/Q368891,,,,,,,,,,,,,,,,,,,
Solar Telescope,solarTelescope,Special purpose telescope used to observe the Sun,,,https://www.wikidata.org/wiki/Q1238291,,,,,,,,,,,,,,,,,,,
Solid,solid,Solid object,Solid Matter,,https://www.wikidata.org/wiki/Q11438,,,,,,,,,,,,,,,,,,,
Space Agency,spaceAgency,Government agency engaged in activities related to outer space and space exploration,,NASA,https://www.wikidata.org/wiki/Q17505024,,,,,,,,,,,,,,,,,,,
Space-Based Solar Power,spaceBasedSolarPower,Satellite solar power system,SBSP,,https://www.wikidata.org/wiki/Q1981843,,,,,,,,,,,,,,,,,,,
Space Blanket,spaceBlanket,"An especially low-weight, low-bulk blanket made of heat-reflective thin plastic sheeting",Thermal Blanket,,https://en.wikipedia.org/wiki/Space_blanket,,,,,,,,,,,,,,,,,,,
Spacecraft,spacecraft,Manned vehicle or unmanned machine designed to fly in outer space,"Spaceship, Space Ship, Space Craft, Space-Ship, Space-Craft, Orbital Vehicle",,https://www.wikidata.org/wiki/Q40218,,,,,,,,,,,,,,,,,,,
Spacecraft Propulsion,spacecraftPropulsion,Method used to accelerate spacecraft,,Electric,https://www.wikidata.org/wiki/Q609089,Type,,,,,,,,,,,,,,,,,,
Space Debris,spaceDebris,Collection of defunct objects in orbit,"Space Junk, Space Litter, Space Trash, Space Waste, Space Garbage",,https://www.wikidata.org/wiki/Q275450,,,,,,,,,,,,,,,,,,,
Spaceflight,spaceflight,"Essentially an extreme form of ballistic flight, use of space technology to achieve the flight of spacecraft into and through outer space, used in space exploration, and also in commercial activities like space tourism and satellite telecommunications","Space Flight, Space Transport",,https://www.wikidata.org/wiki/Q5916,,,,,,,,,,,,,,,,,,,
Space Mission,spaceMission,"Organisation, execution and data analysis of a space flight",,Apollo,https://www.wikidata.org/wiki/Q2133344,,,,,,,,,,,,,,,,,,,
Space Observatory,spaceObservatory,Instrument in outer space for observing distant space objects,Space Telescope,,https://www.wikidata.org/wiki/Q148578,,,,,,,,,,,,,,,,,,,
Space Probe,spaceProbe,"Unmanned robotic spacecraft that does not orbit the Earth, but, instead, explores further into outer space",,,https://www.wikidata.org/wiki/Q26529,,,,,,,,,,,,,,,,,,,
Space Segment,spaceSegment,Spacecraft and its communication links,Satellite Space Segment,,https://www.wikidata.org/wiki/Q7426091,,,,,,,,,,,,,,,,,,,
Space Situational Awareness,spaceSituationalAwareness,The knowledge and characterization of space objects and the environment on which space operations depend,SSA,,https://itlaw.wikia.org/wiki/Space_Situational_Awareness,,,,,,,,,,,,,,,,,,,
Spatial Resolution,spatialResolution,Ability of any image-forming device to distinguish small details of an object,Angular Resolution,0.3?T,https://www.wikidata.org/wiki/Q740898,,,,,,,,,,,,,,,,,,,
Specific,specific,Of a value divided by mass (e.g. specific orbital energy),,,https://en.wiktionary.org/wiki/specific,,,,,,,,,,,,,,,,,,,
Specification,specification,"Explicit implementation of requirements to be satisfied by a material, design, product, or service","Spec, Design, Design Document, Design Spec",,https://www.wikidata.org/wiki/Q2101564,,,,,,,,,,,,,,,,,,,
Specific Energy,specificEnergy,Physical quantity representing the energy per mass,"Massic Energy, Gravimetric Energy Density",105.3 Wh/kg,https://www.wikidata.org/wiki/Q3023293,,,,,,,,,,,,,,,,,,,
Specific Gravity,specificGravity,Ratio of the density (mass per volume) of a substance to the density of a given reference material,"Relative Density, Relative Mass Density",2.14 g/cm³,https://www.wikidata.org/wiki/Q11027905,,,,,,,,,,,,,,,,,,,
Specific Heat,specificHeat,"Intensive quantity, heat capacity per mass","Specific Heat Capacity, Heat Capacity",1.69 J/gm-°C,https://www.wikidata.org/wiki/Q487756,"Liquid, Solid",,,,,,,,,,,,,,,,,,
Specific Impulse,specificImpulse,"?v per amount of fuel, Effective Exhaust Velocity, Actual Exhaust Velocity",Isp,2000-5000 s,https://www.wikidata.org/wiki/Q51504,"Maximum, Range",,,,,,,,,,,,,,,,,,
Specific Power,specificPower,A measurement of actual performance of any engine or power source,"Power-to-Weight Ratio, Power-to-Mass Ratio",617 W/kg,https://en.wikipedia.org/wiki/Power-to-weight_ratio,,,,,,,,,,,,,,,,,,,
Spectral Exitance,spectralExitance,The radiant exitance of a surface per unit frequency or wavelength,Spectral Emittance,275 W/m3,https://en.wikipedia.org/wiki/Radiant_exitance,,,,,,,,,,,,,,,,,,,
Spectral Exposure,spectralExposure,The radiant exposure per unit frequency or wavelength,,50 J/m3,https://en.wikipedia.org/wiki/Radiant_exposure,,,,,,,,,,,,,,,,,,,
Spectral Flux,spectralFlux,The radiant flux per unit frequency or wavelength,Spectral Power,1576 W/Hz,https://en.wikipedia.org/wiki/Radiant_flux,,,,,,,,,,,,,,,,,,,
Spectral Flux Density,spectralFluxDensity,"The quantity that describes the rate at which energy is transferred by electromagnetic radiation through a real or virtual surface, per unit surface area and per unit wavelength (or, equivalently, per unit frequency)",,270 kW/m3,https://en.wikipedia.org/wiki/Spectral_flux_density,,,,,,,,,,,,,,,,,,,
Spectral Intensity,spectralIntensity,The radiant intensity per unit frequency or wavelength,,"W?sr?1?Hz?1	",https://en.wikipedia.org/wiki/Radiant_intensity,,,,,,,,,,,,,,,,,,,
Spectral Irradiance,spectralIrradiance,The irradiance of a surface per unit frequency or wavelength,,10–26 W?m?3,https://en.wikipedia.org/wiki/Irradiance,,,,,,,,,,,,,,,,,,,
Spectral Radiance,spectralRadiance,The radiance of a surface per unit frequency or wavelength,,W?sr?1?m?2?Hz?1,https://en.wikipedia.org/wiki/Radiance,,,,,,,,,,,,,,,,,,,
Spectral Radiosity,spectralRadiosity,The radiosity of a surface per unit frequency or wavelength,,8000 W/m3,https://en.wikipedia.org/wiki/Radiosity_(radiometry),,,,,,,,,,,,,,,,,,,
Spectrogram,spectrogram,Visual representation of the spectrum of frequencies in a sound or other signal as they vary with time or some other variable,Waterfall Image,https://network.satnogs.org/observations/2085379/#tab-waterfall,https://www.wikidata.org/wiki/Q578970,,,,,,,,,,,,,,,,,,,
Start Azimuth,startAzimuth,The satellite will rise over one horizon in your sky,Rise,176.0°,https://www.celestis.com/resources/faq/what-are-the-azimuth-and-elevation-of-a-satellite/,,,,,,,,,,,,,,,,,,,
Star Tracker,starTracker,Device that senses the direction to one or multiple stars,"STR, Star Sensor",,https://www.wikidata.org/wiki/Q3561009,,,,,,,,,,,,,,,,,,,
Start Time,startTime,The startTime of something,,2020-4-23 19:12:11,https://schema.org/startTime,,,,,,,,,,,,,,,,,,,
State-of-Charge,stateOfCharge,Value of the charge level of an energy storage system relative to its capacity,"SoC, BSoC, Charge Level, Charge Percentage",75%,https://www.wikidata.org/wiki/Q5368536,"Absolute, Relative",,,,,,,,,,,,,,,,,,
State-of-Health,stateOfHealth,"Figure of merit of the condition of a battery (or a cell, or a battery pack), compared to its ideal conditions",SoH,100%,https://www.wikidata.org/wiki/Q4050070,,,,,,,,,,,,,,,,,,,
Static Unbalance,staticUnbalance,The inertial axis of a rotating mass is displaced from and parallel to the axis of rotation,,2.8 g-mm,https://en.wikipedia.org/wiki/Rotating_unbalance,,,,,,,,,,,,,,,,,,,
Status,status,State or circumstances of some object or event,"Vetted Status, Condition, State,",Alive,https://www.wikidata.org/wiki/Q813912,,,,,,,,,,,,,,,,,,,
Stiffness,stiffness,Rigidity of an object,Rigidity,<1 N/mm,https://www.wikidata.org/wiki/Q569057,,,,,,,,,,,,,,,,,,,
Stream,stream,Sequence of data elements made available over time,,,https://www.wikidata.org/wiki/Q618814,,,,,,,,,,,,,,,,,,,
Substrate,substrate,Term used in materials science to describe the base material on which processing is conducted,,Germanium,https://www.wikidata.org/wiki/Q2362275,"Thickness (e.g., 140 µm)",,,,,,,,,,,,,,,,,,
Success,success,Achievement of one's aim or goal,,32,https://www.wikidata.org/wiki/Q7632586,,,,,,,,,,,,,,,,,,,
Success Rate,successRate,The fraction or percentage of success among a number of attempts,,90.83%,https://en.wikipedia.org/wiki/Success_rate,,,,,,,,,,,,,,,,,,,
Sun Sensor,sunSensor,Spacecraft instrument that senses the direction to the Sun,,,https://www.wikidata.org/wiki/Q1551438,,,,,,,,,,,,,,,,,,,
Surface Finish,surfaceFinish,"Small, local deviations of a surface from a perfectly flat ideal","Surface Quality, Surface Texture, Surface Topography",80/50,https://www.wikidata.org/wiki/Q3439090,,,,,,,,,,,,,,,,,,,
Surface Resistivity,surfaceResistivity,Resistance to leakage current along the surface of an insulating material,,250000 Ohm/sq,https://www.intertek.com/polymers/testlopedia/surface-and-volume-resistivity-astm-d257/,,,,,,,,,,,,,,,,,,,
Switching Frequency,switchingFrequency,The rate at which an electronic switch performs its function,,1.6 MHz,https://en.wikipedia.org/wiki/Switching_frequency,,,,,,,,,,,,,,,,,,,
Target Utilization,targetUtilization,Limit to the number of externally scheduled observations allowed on ground station,,100%,https://community.libre.space/t/what-is-target-utilization/5255,,,,,,,,,,,,,,,,,,,
Technical Standard,technicalStandard,Established norm or requirement to facilitate consistency,Standard,JEDEC JESD 97,https://www.wikidata.org/wiki/Q317623,,,,,,,,,,,,,,,,,,,
Technology Readiness Level,technologyReadinessLevel,NASA-developed method for estimating the maturity of technologies,TRL,9,https://www.wikidata.org/wiki/Q1478071,,,,,,,,,,,,,,,,,,,
Telecommand,telecommand,Command sent to control a remote system or systems not directly connected to the place from which the telecommand is sent,,,https://www.wikidata.org/wiki/Q3773882,,,,,,,,,,,,,,,,,,,
Telecommunications Network,telecommunicationsNetwork,Network to enable telecommunication between different terminals,,,https://www.wikidata.org/wiki/Q1068715,,,,,,,,,,,,,,,,,,,
Telemetry,telemetry,Data and measurements transferred from a remote location to receiving equipment for monitoring,,,https://www.wikidata.org/wiki/Q209867,,,,,,,,,,,,,,,,,,,
Telephone Number,telephoneNumber,The telephone number,Phone Number,555-555-5555,https://schema.org/telephone,,,,,,,,,,,,,,,,,,,
Telescope,telescope,Instrument that aids in the observation of remote objects,,,https://www.wikidata.org/wiki/Q4213,,,,,,,,,,,,,,,,,,,
Telescope Mount,telescopeMount,Mechanical structure which supports a telescope,,,https://www.wikidata.org/wiki/Q1205231,,,,,,,,,,,,,,,,,,,
Temperature,temperature,Physical property of matter that quantitatively expresses the common notions of hot and cold,,30 ?,https://www.wikidata.org/wiki/Q11466,"Operating, Range",,,,,,,,,,,,,,,,,,
Temperature Coefficient,temperatureCoefficient,Differential equation parameter in thermal physics,,0.02 ppm/°C,https://www.wikidata.org/wiki/Q898642,,,,,,,,,,,,,,,,,,,
Temperature Coefficient of Resistance,temperatureCoefficientOfResistance,Measure of change in electrical resistance of any substance per degree of temperature change,"TCR, Temperature Coefficient of Resistivity",3500,https://www.electrical4u.com/temperature-coefficient-of-resistance/,,,,,,,,,,,,,,,,,,,
Temperature Difference,temperatureDifference,The difference of temperature between two measuring points,"Delta T, ?T",71 °C,https://www.merusonline.com/delta-t-temperature/,,,,,,,,,,,,,,,,,,,
Tensile Strength,tensileStrength,Capacity of a material or structure to withstand loads tending to elongate; resists tension (being pulled apart); measured by the maximum stress that a material can withstand while being stretched or pulled before breaking,"TS, Ultimate Tensile Strength (UTS), Ultimate Strength",8 kg/cm,https://www.wikidata.org/wiki/Q76005,,,,,,,,,,,,,,,,,,,
Thermal Adhesive,thermalAdhesive,Type of thermally conductive glue used for electronic components and heat sinks,"Thermal Epoxy, Thermal Glue",,https://en.wikipedia.org/wiki/Thermal_adhesive,,,,,,,,,,,,,,,,,,,
Thermal Barrier Coating,thermalBarrierCoating,"Advanced materials systems usually applied to metallic surfaces operating at elevated temperatures, such as gas turbine or aero-engine parts, as a form of exhaust heat management",TBC,YSZ,https://en.wikipedia.org/wiki/Thermal_barrier_coating,Material,,,,,,,,,,,,,,,,,,
Thermal Conductivity,thermalConductivity,Capacity of a material to conduct heat,Thermal Conductance,0.25 W/mK,https://www.wikidata.org/wiki/Q487005,"Specific, Nominal, Liquid, Solid, Range",,,,,,,,,,,,,,,,,,
Thermal Control System,thermalControlSystem,Process of keeping all parts of a spacecraft within acceptable temperature ranges,"TCS, Temperature Control System",,https://www.wikidata.org/wiki/Q361656,,,,,,,,,,,,,,,,,,,
Thermal Doublers,thermalDoubler,"High conductivity heat spreaders typically used in spacecraft applications to reduce electronic units operating temperatures, especially where the power dissipated per unit area by the electronics unit is excessively high",,,https://doi.org/10.2514/6.2008-1861,,,,,,,,,,,,,,,,,,,
Thermal Emittance,thermalEmittance,Ratio of the radiant emittance of heat of a specific object or surface to that of a standard black body,Thermal Emissivity,0.05 ?,https://en.wikipedia.org/wiki/Thermal_emittance,"Minimum, Typical",,,,,,,,,,,,,,,,,,
Thermal Energy,thermalEnergy,Internal energy present in a system due to its temperature,,,https://www.wikidata.org/wiki/Q209233,,,,,,,,,,,,,,,,,,,
Thermal Impedance,thermalImpedance,"The temperature gradient per unit of heat flux, (q / A), passing through the interface",Z,<0.225 ? -in2 / W,https://multimedia.3m.com/mws/media/122268O/characteristics-of-thermal-interface-materials.pdf,,,,,,,,,,,,,,,,,,,
Thermal Insulation,thermalInsulation,Insulation against heat transfer,,,https://www.wikidata.org/wiki/Q918306,,,,,,,,,,,,,,,,,,,
Thermal Interface Material,thermalInterfaceMaterial,Material that is inserted between two components in order to enhance the thermal coupling between them,TIM,Thermal Paste,https://www.wikidata.org/wiki/Q24568869,Type,,,,,,,,,,,,,,,,,,
Thermal Noise,thermalNoise,Thermal noise present in all electrical circuits,"Thermal White Noise, Johnson–Nyquist Noise, Johnson Noise, Nyquist Noise",52 µV,https://www.wikidata.org/wiki/Q1337490,,,,,,,,,,,,,,,,,,,
Thermal Pads,thermalPad,"Thermal interface material in the form of a soft pad, used in computing",Thermally Conductive Pad,,https://www.wikidata.org/wiki/Q1676055,,,,,,,,,,,,,,,,,,,
Thermal Paste,thermalPaste,Fluid material squeezed between parts to keep them in close thermal contact,"Thermal Grease, Heat Sink Paste, Thermal Compound, Heat Sink Compound",,https://www.wikidata.org/wiki/Q868947,,,,,,,,,,,,,,,,,,,
Thermal Radiation,thermalRadiation,Electromagnetic radiation generated by the thermal motion of charged particles in matter,Heat,,https://www.wikidata.org/wiki/Q192593,,,,,,,,,,,,,,,,,,,
Thermal Resistance,thermalResistance,Objects' resistance to heat transfer; reciprocal of thermal conductance,Heat Resistance,0.005 K/W,https://www.wikidata.org/wiki/Q899628,Absolute,,,,,,,,,,,,,,,,,,
Thermal Resistivity,thermalResistivity,Thermal resistance per unit thickness of material,Specific Thermal Resistance,2.5 K m W-1,https://www.wikidata.org/wiki/Q66311516,,,,,,,,,,,,,,,,,,,
Thermal Storage Units,thermalStorageUnit,A device which absorbs the spike heat loads while providing a stable temperature reservoir for the sensor,TSU,,https://doi.org/10.1007/0-306-47090-X_82,,,,,,,,,,,,,,,,,,,
Thermal Straps,thermalStrap,"Heat transfer devices consisting of end fittings (brackets/terminals), and a flexible conductive material such as copper cable & foil, aluminum foil, and graphite sheets or fiber bundles","Flexible Thermal Link, Heat Strap, Thermal Braid",Foil,https://www.techapps.com/thermal-straps,Type,,,,,,,,,,,,,,,,,,
Thermal Tape,thermalTape,Essentially a thermal pad with adhesive properties,,,https://en.wikipedia.org/wiki/Thermal_interface_material,,,,,,,,,,,,,,,,,,,
Thermistors,thermistor,Type of resistor whose resistance varies with temperature,Thermal Resistor,NTC,https://www.wikidata.org/wiki/Q175973,Type,,,,,,,,,,,,,,,,,,
Thermocouples,thermocouple,Thermoelectric device,"Thermal Junction, Thermoelectric Thermometer",B,https://www.wikidata.org/wiki/Q190241,Type,Add these to RTGs in the EPS,,,,,,,,,,,,,,,,,
Thermoelectric Coolers,thermoelectricCooler,"A solid-state active heat pump which transfers heat from one side of the device to the other, with consumption of electrical energy, depending on the direction of the current","TEC, Peltier Coolers, Peltier Element, Peltier Thermoelectric Cooler, Thermoelectric Cooling Module (TEM)",,https://en.wikipedia.org/wiki/Thermoelectric_cooling,,,,,,,,,,,,,,,,,,,
Thickness,thickness,"Extent from one surface to the opposite, usually in the smallest solid dimension",,0.0076 mm,https://www.wikidata.org/wiki/Q3589038,"Nominal, Range",,,,,,,,,,,,,,,,,,
Thixotropic Index,thixotropicIndex,"Ratio of a material's viscosity at two different speeds, generally different by a factor of ten",,4.3,http://neutron.physics.ucsb.edu/docs/optical%20epoxy/viscosity_thixotropic_index.pdf,,,,,,,,,,,,,,,,,,,
Thrust,thrust,Force which expels or accelerates mass in one direction,"Tah, static thrust",350 ?N,https://www.wikidata.org/wiki/Q533668,"Range, Minimum, Maximum, Nominal",,,,,,,,,,,,,,,,,,
Thrust Density,thrustDensity,Force per cross-sectional area of the engine,,1000 N/m2,https://en.wikipedia.org/wiki/Ion_thruster,,,,,,,,,,,,,,,,,,,
Thrusters,thruster,"Propulsive device used by spacecraft for station keeping, attitude control, in the reaction control system, or long-duration, low-thrust acceleration",,Hall-Effect Thruster,https://en.wikipedia.org/wiki/Thrusters_(spacecraft),Type,,,,,,,,,,,,,,,,,,
Thrust-Specific Fuel Consumption,thrustSpecificFuelConsumption,Fuel efficiency of an engine design with respect to thrust output,TSFC,0.873 lbf/lbm-hr,https://www.wikidata.org/wiki/Q2994681,,,,,,,,,,,,,,,,,,,
Tilt,tilt,A slope or inclination,,,https://en.wiktionary.org/wiki/tilt,,,,,,,,,,,,,,,,,,,
Time,time,Dimension in which events can be ordered from the past through the present into the future,,,https://www.wikidata.org/wiki/Q11471,,,,,,,,,,,,,,,,,,,
Time To First Fix,timeToFirstFix,"Measure of the time required for a GPS navigation device to acquire satellite signals and navigation data, and calculate a position solution (called a fix)",TTFF,<90 s,https://en.wikipedia.org/wiki/Time_to_first_fix,"Hot, Warm, Cold",,,,,,,,,,,,,,,,,,
Timing,timing,The time when something happens or the spacing of events in time,,,https://en.wikipedia.org/wiki/Timing,,,,,,,,,,,,,,,,,,,
Torque,torque,The rotational equivalent of linear force,"Moment, Moment of Force, Rotational Force, Turning Effect",5.36 µNm,https://en.wikipedia.org/wiki/Torque,Maximum,,,,,,,,,,,,,,,,,,
Total Impulse,totalImpulse,"Integral of a force, F, over the time interval, t, for which it acts","J, Imp",5000 Ns,https://www.wikidata.org/wiki/Q837940,,,,,,,,,,,,,,,,,,,
Total Mass Loss,totalMassLoss,Total mass loss relative to the initial sample mass,TML,0.11%,https://www.aac-research.at/en/outgassing/,,,,,,,,,,,,,,,,,,,
Tracking Sensitivity,trackingSensitivity,The minimum power level at which a receiver can continue to maintain lock,Signal Tracking Sensitivity,-148 dBm,https://www.spirent.com/go/what-is-gps-receiver-testing,,,,,,,,,,,,,,,,,,,
Trajectory,trajectory,Path of a moving object,,,https://www.wikidata.org/wiki/Q193139,,,,,,,,,,,,,,,,,,,
