Identifier,ACM Classification Code,Australian Educational Vocabulary,BabelNet,Basisklassifikation,BIBFRAME,BNCF Thesaurus,COAR,Cultureel Woordenboek,DBpedia,DCAT,DCMI Metadata Terms,Dictionary of Algorithms and Data Structures,Elhuyar ZTH,Encyclopædia Britannica Online,Encyclopædia Universalis,EuroVoc,File Format Wiki,Freebase,Gran Enciclopèdia Catalana,Great Russian Encyclopedia Online,GS1 Global Product Classification Brick Code,IAO,IUPAC Gold Book,Library of Congress Subject Headings,MathWorld,Microsoft Academic,National Diet Library,NicoNicoPedia,NIST/CODATA,Nomenclature for Museum Cataloging,OmegaWiki Defined Meaning,Princeton WordNet,PRONOM,PSH,QUDT,ROR,Schema.org,SPAR FaBiO,Store Norske Leksikon,Techopedia,Treccani,UNESCO Thesaurus,Unified Astronomy Thesaurus,UNSPSC Code,U.S. National Archives,VIAF,WikiData Item,WikiData Property,WordLift,World of Physics,YSO
roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q55899354,,,,
rootMeanSquare,,,,,,,,,,,,,,https://www.britannica.com/topic/quadratic-mean,,,,https://tools.wmflabs.org/freebase/m/0hmfl,,,,,,,,https://academic.microsoft.com/v2/detail/71907059,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q223323,,,,
rotaryEncoder,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/37488316,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q53699,,,,
rotationalAngle,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/60996432,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4763367,,,,
rotationalSpeed,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03drmm,,,,,,,,https://academic.microsoft.com/v2/detail/81063470,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1256787,,,,
roundTripDelayTime,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bfzl,,,,,,,,https://academic.microsoft.com/v2/detail/73989555,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1346398,,,,
riskManagement,,http://vocabulary.curriculum.edu.au/scot/6058.html,https://babelnet.org/synset?word=bn:01996781n,,,,,,,,,,,https://www.britannica.com/topic/risk-management,https://www.universalis.fr/encyclopedie/risque-et-incertitude/,http://eurovoc.europa.eu/c_406ad4cc,,https://tools.wmflabs.org/freebase/m/06k_y,,,,,,https://id.loc.gov/authorities/sh2004006348,,https://academic.microsoft.com/v2/detail/32896092,,,,,http://www.omegawiki.org/DefinedMeaning:4216,,,https://psh.techlib.cz/skos/PSH13662,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q189447,,,,http://www.yso.fi/onto/yso/p3134
runTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.omegawiki.org/DefinedMeaning:954123,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q288510,,,,
safetyFactor,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01mz4x,,,,,,,,https://academic.microsoft.com/v2/detail/17116066,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2034862,,,,
sampleRateConversion,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/99259758,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q333725,,,,
sampling,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01cn0g,,,,,,,,https://academic.microsoft.com/v2/detail/140779682,,,,,,,,https://psh.techlib.cz/skos/PSH1899,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q210868,,,,
samplingRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q56220712,,,,
sandwichPanel,,,,,,,,,,,,,,https://www.britannica.com/technology/sandwich-panel,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2779833075,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q478496,,,,
satelliteBus,,,https://babelnet.org/synset?word=bn:00967359n,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2780204815,,,,,http://www.omegawiki.org/DefinedMeaning:260,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q372881,https://www.wikidata.org/wiki/Property:P707,,,
satelliteConstellation,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0d_gx,,,,,,,,https://academic.microsoft.com/v2/detail/2779784338,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q967145,,,,
satelliteDish,,,https://babelnet.org/synset?word=bn:01197705n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01bc1s,,,,,,https://id.loc.gov/authorities/sh95008577,,https://academic.microsoft.com/v2/detail/79290922,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q253843,,,,http://www.yso.fi/onto/yso/p17548
satelliteImagery,,http://vocabulary.curriculum.edu.au/scot/15432.html,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04fct_,,,,,,https://id.loc.gov/authorities/sh94003667,,https://academic.microsoft.com/v2/detail/2778102629,,,,,,,,,,,,,https://snl.no/satellittbilde,,,,,,https://catalog.archives.gov/id/10658047,,https://www.wikidata.org/wiki/Q725252,,,,
satelliteInternetAccess,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/039zjr,,,,,,,,https://academic.microsoft.com/v2/detail/163916292,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q877159,,,,
satelliteLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7426083,,,,
satelliteNavigationSystem,,http://vocabulary.curriculum.edu.au/scot/6612.html,https://babelnet.org/synset?word=bn:00732900n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0577yw,https://www.enciclopedia.cat/EC-GEC-0247578.xml,,,,,https://id.loc.gov/authorities/sh85008239,,https://academic.microsoft.com/v2/detail/36301306,,,,,,,,https://psh.techlib.cz/skos/PSH9837,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q179435,,,,http://www.yso.fi/onto/yso/p19374
satelliteRadio,,,,,,,,,,,,,,https://www.britannica.com/technology/satellite-radio,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2776783006,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2090081,,,,
satelliteTelevision,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/097651,,,,,https://tools.wmflabs.org/freebase/m/0l6bc,,,,,,,,https://academic.microsoft.com/v2/detail/47001410,https://id.ndl.go.jp/auth/ndlna/01189145,,,,,,,https://psh.techlib.cz/skos/PSH9836,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept4333,,,,,https://www.wikidata.org/wiki/Q209588,,,,http://www.yso.fi/onto/yso/p11418
scatterometer,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/022358,,,,,https://tools.wmflabs.org/freebase/m/06qmby,,,,,,,,https://academic.microsoft.com/v2/detail/2776212561,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q905295,,,,
schematic,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bg0t,,,,,,,,https://academic.microsoft.com/v2/detail/192328126,,,,,,,,,,,,,,,,,,,https://catalog.archives.gov/id/10629815,,https://www.wikidata.org/wiki/Q4514647,https://www.wikidata.org/wiki/Property:P5555,,,
screw,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=20464,,,,,,,,https://www.britannica.com/technology/screw-fastener,,,,https://tools.wmflabs.org/freebase/m/0c37z,,,,,,,,,https://id.ndl.go.jp/auth/ndlna/00568148,,,https://www.nomenclature.info/nom/6572,http://www.omegawiki.org/DefinedMeaning:741510,http://wordnet-rdf.princeton.edu/wn30/04153751-n,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11022,,,,
script,,,,,,,,,,,,,,https://www.britannica.com/technology/script-computer-science,,,,,,,,,,,,,,,,,,,,,,,,http://purl.org/spar/fabio/Script,,,,,,,,,https://www.wikidata.org/wiki/Q1070421,,,,
secondOrderInterceptPoint,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/147830592,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7442982,,,,
secondSurfaceMirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secondaryBody,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778411676,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15731960,https://www.wikidata.org/wiki/Property:P398,,,
secondaryPayload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11331418,,,,
secular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secureDigitalCard,,,,,,,,,,,,,,,,,http://fileformats.archiveteam.org/wiki/Secure_Digital,https://tools.wmflabs.org/freebase/m/01tthm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q466977,,,,
selectivity,,,,,,,,,,,,,,https://www.britannica.com/topic/selectivity,,,,https://tools.wmflabs.org/freebase/m/01hp9n,,,,,,,,https://academic.microsoft.com/v2/detail/118792377,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1929396,,,,
selfDischargeRate,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02pnp1p,,,,,,,,https://academic.microsoft.com/v2/detail/2776650655,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1418367,,,,
semiMajorAxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/1445,,,,https://www.wikidata.org/wiki/Q78148275,https://www.wikidata.org/wiki/Property:P2233,,,
semiconductorDevice,,,https://babelnet.org/synset?word=bn:17041655n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=54368,,,,,,,,https://www.britannica.com/technology/semiconductor-device,,,,https://tools.wmflabs.org/freebase/m/0b1p_,,https://bigenc.ru/text/3177019,,,,,,https://academic.microsoft.com/v2/detail/79635011,,,,,,,,https://psh.techlib.cz/skos/PSH1966,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q175805,,,,
semiconductorMemory,,,,,,,,,,,,,,https://www.britannica.com/technology/semiconductor-memory,,,,https://tools.wmflabs.org/freebase/m/04s2zw,,,,,,https://id.loc.gov/authorities/sh85119900,,https://academic.microsoft.com/v2/detail/98986596,https://id.ndl.go.jp/auth/ndlna/00576965,,,,,,,https://psh.techlib.cz/skos/PSH12439,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1143031,,,,
semiconductorPackage,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2777269693,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17152858,,,,
sensitivity,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/047vmjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3808900,,,,
sensor,,,https://babelnet.org/synset?word=bn:00026638n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=4819,,,,,,,,https://www.britannica.com/technology/sensor,,,,https://tools.wmflabs.org/freebase/m/01j7cq,,,,,,https://id.loc.gov/authorities/sh85037291,,https://academic.microsoft.com/v2/detail/2909655370,,,,,http://www.omegawiki.org/DefinedMeaning:4613,,,https://psh.techlib.cz/skos/PSH3726,,,,,,,http://www.treccani.it/enciclopedia/sensore,,,,,,https://www.wikidata.org/wiki/Q167676,,,,
sequence,,http://vocabulary.curriculum.edu.au/scot/6103.html,https://babelnet.org/synset?word=bn:00070574n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=39374,,,,,,,,https://www.britannica.com/topic/sequence-mathematics,,,,https://tools.wmflabs.org/freebase/m/06x_d,,https://bigenc.ru/text/3161778,,,,https://id.loc.gov/authorities/sh85120145,https://mathworld.wolfram.com/Sequence.html,https://academic.microsoft.com/v2/detail/37724570,https://id.ndl.go.jp/auth/ndlna/01207024,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q133250,,,,
serialCommunication,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/069249,,,,,https://tools.wmflabs.org/freebase/m/01bkl4,,,,,,,,https://academic.microsoft.com/v2/detail/51707140,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q518280,,,,
serialPeripheralInterface,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01y09h,,,,,,,,https://academic.microsoft.com/v2/detail/2779292646,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q849492,,,,
server,,,https://babelnet.org/synset?word=bn:00044916n,,,,,,,,,,,https://www.britannica.com/technology/server,,,,https://tools.wmflabs.org/freebase/m/0bkxj,https://www.enciclopedia.cat/EC-GEC-0251373.xml,,,,,,,https://academic.microsoft.com/v2/detail/93996380,,,,,http://www.omegawiki.org/DefinedMeaning:339922,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q44127,,,,http://www.yso.fi/onto/yso/p638
service,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/37836645,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1220872,,,,
serviceLife,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02rxdh,,,,,,,,https://academic.microsoft.com/v2/detail/103208741,https://id.ndl.go.jp/auth/ndlna/00572591,,,,,,,https://psh.techlib.cz/skos/PSH8103,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1675349,https://www.wikidata.org/wiki/Property:P5069,,,
serviceStructure,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04wjbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2518328,,,,
settlingTime,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/14781684,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17105749,,,,
setupTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shaft,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/020658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q309383,,,,
sheetResistance,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/058yx2,,,,,,,,https://academic.microsoft.com/v2/detail/66825105,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q354718,,,,
shieldingEffectiveness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shockResponseSpectrum,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/99762115,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7499878,,,,
shortCircuitCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortCircuitCurrentDensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shutter,,,,,,,,,,,,,,https://www.britannica.com/technology/shutter-photography,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2776871301,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q691823,,,,
shutterSpeed,,,,,,,,,,,,,,https://www.britannica.com/technology/shutter-speed,,,,https://tools.wmflabs.org/freebase/m/0168k4,,,,,,,,https://academic.microsoft.com/v2/detail/100575273,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q349600,,,,
sideLobe,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/181856588,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2040092,,,,
sideband,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136511,,,,,https://tools.wmflabs.org/freebase/m/0bg8m,,,,,,,,https://academic.microsoft.com/v2/detail/2776499502,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2267009,,,,
sidelobeLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siderealTime,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136057,https://www.britannica.com/science/sidereal-time,,,,https://tools.wmflabs.org/freebase/m/0d0zl,https://www.enciclopedia.cat/EC-GEC-0154282.xml,,,,,,,https://academic.microsoft.com/v2/detail/32054603,,,,,,,,https://psh.techlib.cz/skos/PSH364,,,,,https://snl.no/siderisk_rotasjonstid,,,,,,,,https://www.wikidata.org/wiki/Q191747,,,,
signal,,,https://babelnet.org/synset?word=bn:00071538n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=2125,,,,,,,,https://www.britannica.com/technology/signal,,,,https://tools.wmflabs.org/freebase/m/01p9_w,,,,,,,,https://academic.microsoft.com/v2/detail/113841659,https://id.ndl.go.jp/auth/ndlna/00571026,,,,,,,https://psh.techlib.cz/skos/PSH9887,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q174984,,,,
signalBandwidth,,,,,,,,,,,,,,https://www.britannica.com/technology/bandwidth,,,,https://tools.wmflabs.org/freebase/m/02p0qkp,,,,,,,,https://academic.microsoft.com/v2/detail/74211669,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q249998,,,,
signalIntegrity,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/09gghs,,,,,,,,https://academic.microsoft.com/v2/detail/44938667,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4503810,,,,
signalVelocity,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/085t2f,,,,,,,,https://academic.microsoft.com/v2/detail/2780609685,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q471070,,,,
signalToInterferenceRatio,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02rtqy2,,,,,,,,https://academic.microsoft.com/v2/detail/75613536,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4138870,,,,
signalToInterferencePlusNoiseRatio,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/98824394,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4035626,,,,
SignalToNoiseAndDistortionRatio,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0bgdr,,,,,,,,https://academic.microsoft.com/v2/detail/50947739,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1470110,,,,
signalToNoiseRatio,,,,,,,,,,,,,,https://www.britannica.com/topic/signal-to-noise-ratio,,,,https://tools.wmflabs.org/freebase/m/0bgbd,,,,,,,,https://academic.microsoft.com/v2/detail/73836528,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q738628,,,,
signalToQuantizationNoiseRatio,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/34220939,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7512618,,,,
simplifiedPerturbationsModel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7520952,,,,
simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2057931,,,,
sineWave,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01v_m0,,,,,,,,https://academic.microsoft.com/v2/detail/66907618,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q207527,,,,
singleChannelPerCarrier,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/136055378,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3943492,,,,
singleEventUpset,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/06r59m,,,,,,,,https://academic.microsoft.com/v2/detail/2780073065,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1476733,,,,
singleBoardComputer,,,https://babelnet.org/synset?word=bn:01215644n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01bl_p,,,,,,,,https://academic.microsoft.com/v2/detail/2779497985,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q944780,,,,
skew,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/43711488,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7534783,,,,
slantRange,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/173945024,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7538674,,,,
slewRate,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02njyv,,,,,,,,https://academic.microsoft.com/v2/detail/82517063,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1591315,,,,
smallSatellite,,,https://babelnet.org/synset?word=bn:00506795n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04s5g5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1580082,,,,
softwareBug,,,https://babelnet.org/synset?word=bn:00064654n,,,,,,,,,,,https://www.britannica.com/technology/bug-computing,,,,,,,,,,https://id.loc.gov/authorities/sh97005329,,https://academic.microsoft.com/v2/detail/1009929,,,,,,,,,,,,,,https://www.techopedia.com/definition/24864,,,,,,,https://www.wikidata.org/wiki/Q179550,,,,
softwareDefinedAntenna,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/131369404,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7554278,,,,
softwareVersionIdentifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q20826013,https://www.wikidata.org/wiki/Property:P348,,,
softwareDefinedRadio,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0l9hf,,,,,,,,https://academic.microsoft.com/v2/detail/171115542,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1331892,,,,
solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q438246,,,,
solarArray,,,https://babelnet.org/synset?word=bn:00072672n,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/016754,,,,,,,,,,,https://id.loc.gov/authorities/sh93000144,,https://academic.microsoft.com/v2/detail/41291067,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1897785,,,,
solarCell,,http://vocabulary.curriculum.edu.au/scot/8397.html,https://babelnet.org/synset?word=bn:00062112n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=22531,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/zonnecel,,,,,,https://www.britannica.com/technology/solar-cell,,,,,https://www.enciclopedia.cat/EC-GEC-0225140.xml,,,,https://dx.doi.org/10.1351/goldbook.P04659,https://id.loc.gov/authorities/sh85124492,,https://academic.microsoft.com/v2/detail/2780824857,https://id.ndl.go.jp/auth/ndlna/00572584,,,,http://www.omegawiki.org/DefinedMeaning:3538,,,https://psh.techlib.cz/skos/PSH13641,,,,,https://snl.no/solceller,https://www.techopedia.com/definition/14995,,http://vocabularies.unesco.org/thesaurus/concept4820,,https://www.unspsc.org/search-code/?CSS=32111701,,,https://www.wikidata.org/wiki/Q58803,,,,
solarDynamicPower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solarPanel,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2777559184,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q7556726,,,,
solarSail,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137774,,,,,https://tools.wmflabs.org/freebase/m/078yy,https://www.enciclopedia.cat/EC-GEC-0216980.xml,,,,,,,https://academic.microsoft.com/v2/detail/88417058,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q368891,,,,
solarTelescope,,,,,,,,,,,,,,https://www.britannica.com/science/solar-telescope,,,,https://tools.wmflabs.org/freebase/m/0cjq89,,,,,,,,https://academic.microsoft.com/v2/detail/2780684822,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/1531,,,,https://www.wikidata.org/wiki/Q1238291,,,,
solid,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=7835,,,,,,,,https://www.britannica.com/science/solid-state-of-matter,,,,https://tools.wmflabs.org/freebase/m/06x7p,,,,,,,,,https://id.ndl.go.jp/auth/ndlna/00566774,,,,http://www.omegawiki.org/DefinedMeaning:3546,,,https://psh.techlib.cz/skos/PSH5506,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11438,,,,
solidStateDrive,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/025_h00,,,,,,,,https://academic.microsoft.com/v2/detail/2780982633,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q487343,,,,
spaceAgency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17505024,,,,
spaceBlanket,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/09kqdj,,,,,,,,https://academic.microsoft.com/v2/detail/2781108545,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1891884,,,,
spaceCommunicationsProtocolSpecification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17125122,,,,
spaceDebris,,,,,,,,,,,,,,,https://www.universalis.fr/encyclopedie/debris-spatiaux/,,,https://tools.wmflabs.org/freebase/m/01nfs7,,https://bigenc.ru/text/2971666,,,,,,https://academic.microsoft.com/v2/detail/18949120,https://id.ndl.go.jp/auth/ndlna/01236260,,,,http://www.omegawiki.org/DefinedMeaning:3573,,,,,,,,,,,,http://astrothesaurus.org/uat/1542,,,,https://www.wikidata.org/wiki/Q275450,,,,
spaceMission,,,,,,,,,http://dbpedia.org/ontology/SpaceMission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2133344,,,,
spaceObservatory,,http://vocabulary.curriculum.edu.au/scot/6938.html,https://babelnet.org/synset?word=bn:02266677n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/075ts,,,,,,,,https://academic.microsoft.com/v2/detail/202228572,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/1543,,,,https://www.wikidata.org/wiki/Q148578,,,,
